Name,SMILES,is_binder
A71EV2A-x3936a,COC[C@]1(C(=O)N2CCC[C@H](C(N)=O)C2)CCCCO1,True
A71EV2A-x3937a,CO[C@@H](C(=O)N1CCC[C@H](C(N)=O)C1)c1cccnc1,True
A71EV2A-x3939a,CO[C@@H](C(=O)N1CCC[C@H](C(N)=O)C1)c1ccccc1C,True
A71EV2A-x3940a,COc1ccc(Cl)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,True
A71EV2A-x3942a,COc1cccc(Cl)c1CC(=O)N1CCC[C@H](C(N)=O)C1,True
A71EV2A-x3944a,CCN(CC1CC1)C(=O)c1cccc(CC(=O)N2CCC[C@H](C(N)=O)C2)c1,True
A71EV2A-x3954a,COc1ccc2c(n1)[C@@H](C(=O)N1CCC[C@H](C(N)=O)C1)CC2,True
A71EV2A-x3956a,COc1ccccc1CCN1C[C@@H](C(N)=O)CC1=O,True
A71EV2A-x3963a,NC(=O)[C@H]1CCCN(C(=O)Cc2cccnc2N)C1,True
A71EV2A-x3968a,NC(=O)[C@H]1CCCN(C(=O)[C@H](OCC2CCCC2)c2ccccc2)C1,True
A71EV2A-x3975a,NC(=O)[C@H]1CCCN(C(=O)[C@@H](CN2CCCC2)c2ccccc2)C1,True
A71EV2A-x3981a,NC(=O)[C@H]1CCCN(C(=O)[C@@H](CCc2ccccc2)c2ccccc2)C1,True
A71EV2A-x3982a,NC(=O)[C@H]1CCCN(C(=O)C(c2ccccc2)c2ccccc2)C1,True
A71EV2A-x3986a,NC(=O)[C@H]1CCCN(C(=O)[C@@H](Sc2ccccc2)c2ccccc2)C1,True
A71EV2A-x3989a,NC(=O)[C@H]1CCN(C(=O)Cc2cc(C(F)(F)F)ccc2Cl)C1,True
A71EV2A-x3990a,COc1ccccc1CC(=O)N1C[C@H](C(N)=O)[C@@H](C(F)(F)F)C1,True
A71EV2A-x3992a,COc1cccc(Cl)c1NC(=O)N1CC[C@H](C(N)=O)C1,True
A71EV2A-x3993a,COc1cccc(Cl)c1CC(=O)N1C[C@H](C(N)=O)C[C@H](C(=O)NC2CC2)C1,True
A71EV2A-x4012a,COc1ccccc1NC(=O)N1CCC[C@H](C(N)=O)C1,True
A71EV2A-x4017a,Cn1ncc2c(NC(=O)N3CCC[C@H](C(N)=O)C3)cccc21,True
A71EV2A-x4018a,COc1ccccc1CC(=O)N1CCC[C@H](C(N)=O)CC1,True
A71EV2A-x4020a,Cc1cccc(CC(=O)N2CCC[C@H](C(N)=O)C2)c1,True
A71EV2A-x4028a,COc1ccc(C(F)(F)F)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,True
A71EV2A-x4031a,COc1ncccc1NC(=O)N1CCC[C@H](C(N)=O)C1,True
A71EV2A-x4035a,COc1cccc(Cl)c1NC(=O)N1CCC[C@H](C(N)=O)C1,True
A71EV2A-x4202a,NC(=O)[C@H]1CCCN(C(=O)[C@H]2CCc3cccc(Br)c32)C1,True
A71EV2A-x4203a,COc1cc(Cl)ccc1CC(=O)N1CCC[C@H](C(N)=O)C1,True
A71EV2A-x4207a,COc1ccccc1[C@@H](NC(C)=O)C(=O)N1CCC[C@H](C(N)=O)C1,True
A71EV2A-x4214a,COc1ccccc1S(=O)(=O)N1CCC[C@H](C(N)=O)C1,True
A71EV2A-x4237a,NC(=O)[C@H]1CCCN(C(=O)[C@@H](Cc2ccc(F)cc2)c2ccccc2)C1,True
A71EV2A-x4239a,COc1cccc(Cl)c1CC(=O)N1C[C@H](C(N)=O)[C@H]2CCC[C@H]21,True
A71EV2A-x4254a,NC(=O)[C@H]1CCCN(C(=O)[C@H]2Cc3cccc(Cl)c32)C1,True
A71EV2A-x4260a,NC(=O)[C@H]1CCCN(C(=O)[C@H]2CCOc3ccc(Cl)cc32)C1,True
A71EV2A-x4283a,COc1cccnc1CC(=O)N1CCC[C@H](C(N)=O)C1,True
A71EV2A-x4290a,CSc1c(Br)cccc1CC(=O)N1CCC[C@H](C(N)=O)C1,True
A71EV2A-x4291a,Cc1cc(C)c(CC(=O)N2CCC[C@H](C(N)=O)C2)c(=O)[nH]1,True
A71EV2A-x4292a,NC(=O)[C@H]1CCCN(C(=O)Cc2cnccc2C(F)(F)F)C1,True
A71EV2A-x4295a,COc1ccccc1[C@@H](O)CN1C[C@@H](C(N)=O)CC1=O,True
A71EV2A-x4298a,COc1cccc(NC(=O)N2CCC[C@H](C(N)=O)C2)n1,True
A71EV2A-x4303a,COc1ccc(S(C)(=O)=O)cc1NC(=O)N1CCC[C@H](C(N)=O)C1,True
A71EV2A-x4304a,COc1ccc(NS(C)(=O)=O)cc1NC(=O)N1CCC[C@H](C(N)=O)C1,True
A71EV2A-x4305a,CC(C)Oc1ccccc1NC(=O)N1CCC[C@H](C(N)=O)C1,True
A71EV2A-x4306a,NC(=O)[C@H]1CCCN(C(=O)Nc2ccccc2OCC(F)(F)F)C1,True
A71EV2A-x4308a,NC(=O)[C@H]1CCCN(C(=O)Nc2cc3c(cc2Cl)OCO3)C1,True
A71EV2A-x4309a,CCS(=O)(=O)c1ccc(OC)c(NC(=O)N2CCC[C@H](C(N)=O)C2)c1,True
A71EV2A-x4310a,COc1c(NC(=O)N2CCC[C@H](C(N)=O)C2)cccc1C(F)(F)F,True
A71EV2A-x4311a,CC(C)(C)c1ccccc1NC(=O)N1CCC[C@H](C(N)=O)C1,True
A71EV2A-x4312a,NC(=O)[C@H]1CC(=O)N(Cc2cccc3c2OCC3)C1,True
A71EV2A-x4313a,COc1ccccc1[C@H](C)CN1C[C@@H](C(N)=O)CC1=O,True
A71EV2A-x4315a,NC(=O)[C@H]1CCC(=O)N(Cc2cccc3c2OCO3)C1,True
A71EV2A-x4316a,COc1cccc2c1CC[C@H]2N1C[C@@H](C(N)=O)CCC1=O,True
A71EV2A-x4317a,COc1ccccc1CC(=O)N1C[C@@H](C(N)=O)CC12CC2,True
A71EV2A-x4319a,NC(=O)[C@H]1CCCN(C(=O)Cc2ccccc2OC(F)F)C1,True
A71EV2A-x4320a,NC(=O)[C@H]1CCCN(C(=O)Cc2ccc3c(c2)CCC(=O)N3)C1,True
A71EV2A-x4321a,N#CCc1ccccc1CC(=O)N1CCC[C@H](C(N)=O)C1,True
A71EV2A-x4322a,CC(=O)Nc1ccccc1CC(=O)N1CCC[C@H](C(N)=O)C1,True
A71EV2A-x4324a,NC(=O)[C@H]1CCC(=O)N(Cc2cccc3c2OCC3)C1,True
A71EV2A-x4331a,CCc1ccccc1CC(=O)N1CCC[C@H](C(N)=O)C1,True
A71EV2A-x4333a,Cc1ncccc1CC(=O)N1CCC[C@H](C(N)=O)C1,True
A71EV2A-x4334a,CSc1cccc(CC(=O)N2CCC[C@H](C(N)=O)C2)c1,True
A71EV2A-x4336a,NC(=O)[C@H]1CCCN(C(=O)Cc2cccc(Cl)c2Cl)C1,True
A71EV2A-x4341a,NC(=O)[C@H]1CCCN(C(=O)Cc2cccc3sccc23)C1,True
A71EV2A-x4342a,NC(=O)[C@H]1CCCN(C(=O)Cc2cccnc2C(F)(F)F)C1,True
A71EV2A-x4343a,NC(=O)[C@H]1CCCN(C(=O)Cc2ccnc(O)c2Br)C1,True
A71EV2A-x4344a,NC(=O)[C@H]1CCCN(C(=O)Cc2cccc3c2CCC3)C1,True
A71EV2A-x4346a,NC(=O)[C@H]1CCCN(C(=O)Cc2cccc3nonc23)C1,True
A71EV2A-x4350a,Cc1cnccc1CC(=O)N1CCC[C@H](C(N)=O)C1,True
A71EV2A-x4351a,NC(=O)C[C@H]1CCCN(c2ncnc3ccccc23)C1,True
A71EV2A-x4365a,NC(=O)[C@H]1CCCN(C(=O)Cc2cccc3c2OCCO3)C1,True
A71EV2A-x4368a,COCc1ccccc1CC(=O)N1CCC[C@H](C(N)=O)C1,True
A71EV2A-x4372a,NC(=O)[C@H]1CCCN(C(=O)Cc2cccnc2O)C1,True
A71EV2A-x4373a,NC(=O)[C@H]1CCCN(C(=O)Cc2cccc3c2OCO3)C1,True
A71EV2A-x4374a,NC(=O)[C@H]1CCCN(C(=O)Cc2ccccc2CO)C1,True
A71EV2A-x4380a,NC(=O)[C@H]1CCCN(C(=O)Cc2cc(F)ccc2Cl)C1,True
A71EV2A-x4381a,NC(=O)[C@H]1CCCN(C(=O)Cc2cc(C(F)(F)F)ccc2C(F)(F)F)C1,True
A71EV2A-x4386a,CSc1ccccc1CC(=O)N1CCC[C@H](C(N)=O)C1,True
A71EV2A-x4388a,COc1ncc(Br)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,True
A71EV2A-x4390a,COc1ccccc1CCN1C[C@H](C(N)=O)CCC1=O,True
A71EV2A-x4402a,Cc1cccc(N2CCCN(CCC(N)=O)C2=O)c1,True
A71EV2A-x4403a,NC(=O)[C@H]1CCCN(C(=O)Cc2ccccc2CS(N)(=O)=O)C1,True
A71EV2A-x4406a,COc1ccccc1[C@H](O)CN1C[C@@H](C(N)=O)CCC1=O,True
A71EV2A-x4409a,NC(=O)[C@H]1CCC(=O)N(C[C@H]2CCOc3ccccc32)C1,True
A71EV2A-x4415a,COc1ccc(C#N)cc1NC(=O)N1CCC[C@H](C(N)=O)C1,True
A71EV2A-x4416a,NC(=O)[C@H]1CCCN(C(=O)[C@]2(Cc3ccc(F)cc3)CCCCO2)C1,True
A71EV2A-x4418a,COc1ncccc1NC(=O)N1CC[C@H](C(N)=O)C1,True
A71EV2A-x4420a,NC(=O)[C@H]1CCC(=O)N(Cc2cc(Cl)c3c[nH]nc3c2)C1,True
A71EV2A-x4421a,COc1ccncc1CC(=O)N1CC[C@H](C(N)=O)C1,True
A71EV2A-x4423a,COc1ccncc1CC(=O)N1CCC[C@H](CCO)C1,True
A71EV2A-x4426a,C#C[C@H](NCCc1cocn1)c1nn(C)c2ccccc12,True
A71EV2A-x4429a,COc1ccc(C(F)(F)F)cc1NC(=O)N1CCC[C@H](C(N)=O)C1,True
A71EV2A-x4431a,CSc1ccc(Br)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,True
A71EV2A-x4445a,COc1ccccc1[C@H](C)C(=O)N1CCC[C@H](C(N)=O)C1,True
A71EV2A-x4447a,Cn1cnc2c(NC(=O)N3CCC[C@H](C(N)=O)C3)cccc21,True
A71EV2A-x4449a,COc1ccccc1[C@H](NC(C)=O)C(=O)N1CCC[C@H](C(N)=O)C1,True
A71EV2A-x4451a,NC(=O)[C@H]1CCCN(C(=O)[C@H](c2ccccc2)n2cccn2)C1,True
A71EV2A-x4456a,NC(=O)[C@H]1CCCN(C(=O)[C@@H]2CCc3cccc(O)c32)C1,True
A71EV2A-x4461a,NC(=O)[C@H]1CCCN(C(=O)Cc2ccncc2Cl)C1,True
A71EV2A-x4463a,NC(=O)[C@H]1CCCN(C(=O)Cc2cccc3nsnc23)C1,True
A71EV2A-x4464a,Cc1ncnc(C)c1CC(=O)N1CCC[C@H](C(N)=O)C1,True
A71EV2A-x4467a,NC(=O)[C@H]1CCCN(C(=O)C2(n3cccn3)CCCC2)C1,True
A71EV2A-x4472a,NC(=O)[C@H]1CCCN(C(=O)[C@H]2CCc3snnc32)C1,True
A71EV2A-x4476a,COc1ccccc1CC(=O)N1C[C@]2(C(N)=O)CC[C@H]1C2,True
A71EV2A-x4490a,NC(=O)[C@H]1CCC(=O)N(Cc2cccc3cc[nH]c23)C1,True
A71EV2A-x4494a,C[C@@H](C(=O)N1CCC[C@H](C(N)=O)C1)c1noc2ccccc12,True
A71EV2A-x4496a,NC(=O)[C@H]1CCCN(C(=O)C2(c3ccnn3C(F)(F)F)CC2)C1,True
A71EV2A-x4509a,C[C@H](C(=O)N1CCC[C@H](C(N)=O)C1)c1cncc(F)c1,True
A71EV2A-x4510a,C[C@H](C(=O)N1CCC[C@H](C(N)=O)C1)c1cn(C)nc1C(F)(F)F,True
A71EV2A-x4514a,NC(=O)[C@H]1CCCN(C(=O)C2(c3ccoc3)CCC2)C1,True
A71EV2A-x4516a,NC(=O)[C@H]1CCCN(C(=O)C(F)(F)c2cnsc2Cl)C1,True
A71EV2A-x4519a,NC(=O)[C@H]1CCCN(C(=O)Cc2ncc3ccc(Br)cn23)C1,True
A71EV2A-x4524a,COc1cccc(NC(=O)N2CCC[C@H](C(N)=O)C2)c1Cl,True
A71EV2A-x4528a,NC(=O)[C@H]1CCCN(C(=O)CN2CCOc3ccc(Cl)cc32)C1,True
A71EV2A-x4537a,NC(=O)[C@H]1CCC(=O)N(Cc2csc3ccccc23)C1,True
A71EV2A-x4538a,NC(=O)[C@H]1CCCN(C(=O)C(F)(F)c2cccc(F)c2Br)C1,True
A71EV2A-x4540a,NC(=O)[C@H]1CCCN(C(=O)Cn2cc(Br)cc(Cl)c2=O)C1,True
A71EV2A-x4544a,CS(=O)(=O)c1ccc(Br)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,True
A71EV2A-x4547a,Cn1nc(CN2C[C@H](C(N)=O)CCC2=O)c2ccccc21,True
A71EV2A-x4554a,COc1cccc(SC)c1NC(=O)N1CCC[C@H](C(N)=O)C1,True
A71EV2A-x4559a,Cc1ccc2c(ccn2CC(=O)N2CCC[C@H](C(N)=O)C2)c1,True
A71EV2A-x4583a,CN1c2ccccc2C[C@@H]1C(=O)N1CCC[C@H](C(N)=O)C1,True
A71EV2A-x4596a,NC(=O)[C@H]1CCC(=O)N(Cc2ccc3cc[nH]c3c2)C1,True
A71EV2A-x4606a,NC(=O)[C@H]1CCCN(C(=O)[C@@H]2SCc3cccnc32)C1,True
A71EV2A-x4608a,Cn1cc2c(n1)CCC[C@@H]2C(=O)N1CCC[C@H](C(N)=O)C1,True
A71EV2A-x4611a,NC(=O)[C@H]1CCC(=O)N(Cc2noc3ccccc23)C1,True
A71EV2A-x4644a,NC(=O)[C@H]1CCCN(C(=O)Cc2ccc(F)c(F)c2Br)C1,True
A71EV2A-x4650a,NC(=O)[C@H]1CCCN(C(=O)Cc2ccccc2C(F)(F)F)C1,True
A71EV2A-x4654a,NC(=O)[C@H]1CCCN(C(=O)Nc2cccc3c2S(=O)(=O)CCC3)C1,True
A71EV2A-x4656a,NC(=O)[C@H]1CCCN(C(=O)Nc2ccccc2SC(F)F)C1,True
A71EV2A-x4661a,COc1ccccc1[C@H](C)N1C[C@@H](C(N)=O)CCC1=O,True
A71EV2A-x4669a,NC(=O)[C@H]1CCCN(C(=O)Cc2cc3c(cc2Cl)OCCO3)C1,True
A71EV2A-x4670a,CSc1cccc(Br)c1CC(=O)N1CCC[C@H](C(N)=O)C1,True
A71EV2A-x4673a,NC(=O)[C@H]1CCCN(C(=O)Cc2cc3c(cc2Br)OCO3)C1,True
A71EV2A-x4674a,NC(=O)[C@H]1CCCN(C(=O)Nc2cccc3c2SCCC3)C1,True
A71EV2A-x4675a,CS(=O)(=O)c1ccccc1CC(=O)N1CCC[C@H](C(N)=O)C1,True
A71EV2A-x4684a,CSc1ccccc1N(C)C(=O)N1CC[C@H](C(N)=O)C1,True
A71EV2A-x4689a,CSc1cnccc1CC(=O)N1CCC[C@H](C(N)=O)C1,True
A71EV2A-x4694a,CSc1ccccc1CN1C[C@H](C(N)=O)CCC1=O,True
A71EV2A-x4695a,CSc1ccccc1CN1C[C@@H](C(N)=O)CCC1=O,True
A71EV2A-x4703a,CSc1cn(C)nc1NC(=O)N1CCC[C@H](C(N)=O)C1,True
A71EV2A-x4710a,CSc1cccc(CN2C[C@H](C(N)=O)CCC2=O)c1,True
A71EV2A-x4711a,CSc1cccc(CN2C[C@@H](C(N)=O)CCC2=O)c1,True
A71EV2A-x4712a,CSc1ccccc1N(C)C(=O)N1CCC[C@H](C(N)=O)C1,True
A71EV2A-x4724a,CSc1ccccc1CC(=O)N1CCC(F)(F)[C@H](C(N)=O)C1,True
A71EV2A-x4727a,CSc1c(NC(=O)N2CCC[C@H](C(N)=O)C2)c(C)nn1C,True
A71EV2A-x4735a,CSc1ccccc1CC(=O)N1CCC[C@@H]1c1cnc[nH]1,True
A71EV2A-x4739a,CSc1ccccc1CC(=O)N1CC[C@@H]2[C@H](C1)[C@H]2C(N)=O,True
A71EV2A-x4742a,NC(=O)[C@H]1CCCN(C(=O)[C@@H]2CCSc3ccccc32)C1,True
A71EV2A-x4745a,CSc1ccccc1CC(=O)N1CCC[C@H](S(N)(=O)=O)C1,True
A71EV2A-x4746a,CSc1ccccc1CC(=O)N1CCC[C@H](C(F)F)C1,True
A71EV2A-x4748a,CSc1ccccc1CC(=O)N1CCO[C@H](C(N)=O)C1,True
A71EV2A-x4751a,CSc1ccccc1CC(=O)N1CCC[C@H](CF)C1,True
A71EV2A-x4752a,CSc1ccccc1CC(=O)N1CCc2nccc(O)c2C1,True
A71EV2A-x4753a,CSc1ccccc1CC(=O)N1CCC[C@](F)(C(N)=O)C1,True
A71EV2A-x4771a,CSc1ccccc1CC(=O)N1CCc2nc[nH]c(=O)c2C1,True
A71EV2A-x4774a,CSc1nccnc1CC(=O)N1CCC[C@H](C(N)=O)C1,True
A71EV2A-x4777a,COc1ccc(C(F)(F)F)cc1CC(=O)N1CCS[C@@H](C(N)=O)C1,True
A71EV2A-x4778a,COc1ccc(C(F)(F)F)cc1CC(=O)N1CCS[C@H](C(N)=O)C1,True
A71EV2A-x4791a,CSc1ccccc1CC(=O)N1CCC[C@H]2C(=O)NC[C@H]21,True
A71EV2A-x4806a,NC(=O)[C@H]1CCCN(C(=O)[C@H]2CSc3ccccc32)C1,True
A71EV2A-x4809a,CSc1ccccc1CC(=O)N1CCC[C@H](CCO)C1,True
A71EV2A-x4812a,CSc1cncnc1CC(=O)N1CCC[C@H](C(N)=O)C1,True
A71EV2A-x4824a,CSc1ccccc1OC(=O)N1CCC[C@H](C(N)=O)C1,True
A71EV2A-x4826a,CSc1ccncc1NC(=O)N1CCC[C@H](C(N)=O)C1,True
A71EV2A-x4827a,CSc1ccncc1CC(=O)N1CCC[C@H](C(N)=O)C1,True
A71EV2A-x4829a,COc1ccc(Cl)cc1OC(=O)N1CCC[C@H](C(N)=O)C1,True
A71EV2A-x4836a,CC(=O)N1c2ccccc2C[C@@H]1C(=O)N1CCC[C@H](C(N)=O)C1,True
A71EV2A-x4839a,Cn1ncc2ccc(CN3C[C@@H](C(N)=O)CCC3=O)cc21,True
A71EV2A-x4840a,NC(=O)c1ccccc1CC(=O)N1CCC[C@H](C(N)=O)C1,True
A71EV2A-x4843a,COc1ccc(C(F)(F)F)cc1N(C)C(=O)N1CCC[C@H](C(N)=O)C1,True
A71EV2A-x4845a,COc1cc(Br)c(CC(=O)N2CCC[C@H](C(N)=O)C2)cc1OC,True
A71EV2A-x4846a,CSc1ccccc1C(=O)N1CCC[C@H](C(N)=O)C1,True
A71EV2A-x4847a,NC(=O)[C@H]1CCC(=O)N(Cc2cccc3[nH]ccc23)C1,True
A71EV2A-x4851a,CSc1c(F)cccc1NC(=O)N1CCC[C@H](C(N)=O)C1,True
A71EV2A-x4855a,CSc1ccccc1NC(=O)N1CC[C@H](C(N)=O)C1,True
A71EV2A-x4856a,CSc1ccc(Br)cc1CC(=O)N1CC[C@H](C(N)=O)C1,True
A71EV2A-x4877a,NC(=O)[C@H]1CCCN(C(=O)[C@H]2SCCc3sccc32)C1,True
A71EV2A-x4880a,NC(=O)[C@H]1CCC(=O)N(Cc2ccc3[nH]ccc3c2)C1,True
A71EV2A-x4882a,NC(=O)[C@H]1CCCN(C(=O)Cc2cc(F)c(F)cc2Br)C1,True
A71EV2A-x4883a,CSc1ncccc1NC(=O)N1CCC[C@H](C(N)=O)C1,True
A71EV2A-x4885a,CSc1ccccc1CC(=O)N1C[C@@H](C)C[C@H](C(N)=O)C1,True
A71EV2A-x4894a,CSc1ccccc1CC(=O)N1CCC[C@](O)(C(N)=O)C1,True
